text,label
"""[club15918043 GaGa.ru – настольные игры] Там давеча Restoration Games заанонсили кое-что. С Хелбоем понятно, что ничего не ясно, а вот что скажете по поводу второго, звездно-полосатого анонса? Быть или не быть? 😏""",neutral
"""[club15918043 GaGa.ru – настольные игры], день добрый! Тут один мипл в своем новом кике к Ascendancy мини-пак с эррартой предлагает. В нашем тираже эти исправления будут уже учтены?""",neutral
"""+ Если в последнем ходе — закрываю две фабрики — могу дублировать два раза белый куб?""",neutral
"""◊ В конце игры выберите до 2 лесов и получите по 2 очка за каждую ячейку первого выбранного вами леса и по 1 очку за каждую ячейку второго леса (если есть). Примечание: за каждый лес можно получить очки только 1 раз. Эт мы еще очки считали не все) вроде только один лес считали) ну я или я прослушал как вы считали)""",neutral
"""◊ В конце игры выберите до 2 лесов и получите по 2 очка за каждую ячейку первого выбранного леса и по 1 очку за каждую ячейку второго леса (если есть). Примечание: за каждый лес можно получить очки только 1 раз.""",neutral
"""1. Если взять все миниатюры, то акриловые жетоны без надобности? 2. Органайзеры рассчитаны под миниатюры или только под акрил?""",neutral
"""1) Подскажите, органайзеры рассчитаны на фигурки и протекторы? 2) В игре имеется своя базовая ширма?""",neutral
"""2 gigabyte монитор 34 или 34"" Монитор Xiaomi Curved Gaming Monitor G34WQi черный, какой нибудь другой""",neutral
"""2. Война кольца 4. Мицелий 5. Атака кракена 6. Кошачья лапка 7. Большая бродилка Остальные не знаю""",neutral
"""2. Война кольца, 4. Мицелий, 5. Атака кракена, 6. Кошачья лапка, 7. Большая бродилка. Остальные не знаю.""",neutral
"""3 черная""",neutral
"""4 красная""",neutral
"""A Wild Venture будет на GamesDay? И надо ли заранее записываться?""",neutral
"""Deliverance.""",neutral
"""Kinfire — к сожалению, сдвигается на февраль. Очень плохо, спасибо. Да ещё и с 'Клинком' ситуация непонятная.""",negative
"""Seti — что за игра? Поиск сигналов пришельцев?""",neutral
"""Tiny Epic будет ли вновь издаваться? 👀""",neutral
"""А Ascension едет? Извините.""",neutral
"""А бойня работает каждый ход?""",neutral
"""А будет ли 'Подземелье Тебуру: Меч и Колдовство' в локализации?""",neutral
"""А буду ли допы к обычному Ascension?""",neutral
"""А где артбук и блокнот? Фуллфарш то ненастоящий!""",neutral
"""А где второй плеймат для расколотых островов?""",neutral
"""А где создатель игры?""",neutral
"""А где-то можно найти картинку поля в хорошем качестве?",neutral
"""А деревянное поле не дали в кампанию?""",neutral
"""А доп как купить? Только в магазине в Питере?""",neutral
"""А допы в коробку с базой поместятся? Или там плотно всё?""",neutral
"""А другие бюджетные учреждения, например библиотеки, могут поучаствовать?""",neutral
"""А по Colosseum: The Grand Spectacle нет пока информации ? Не надумали взять ?)""",neutral
"""А хранение предзаказа до какого числа ? Получается в Москве уже можно забрать""",neutral
"""А я думала, что это дизайн такой............ Без подписи даже не поняла, зачем две одинаковые фотки""",negative
"""Акрил-то поприкольнее будет, чем миньки( Жалко, что не было варианта набора с ними вместо минек.""",negative
"""Больше, больше игр и допов от 99!!! Там ещё и новые допы к Буллету) И фэнтези паровозики, может на русском увидим?""",neutral
"""Большое спасибо вам за SETI. За полноценные вставки в том числе. Давно ничего так не цепляло. Прям топчик""",positive
"""Боялся, что из тех 2-х лотов аксессуаров не привезёте деревянные жетоны. Как же хорошо, что они будут!☺🤞""",positive
"""Будем покупать у гаги когда появится партнерский пункт в Липецке. Так интересный проект""",neutral
"""Была старая версия с отвратительным картоном. Когда узнал, что выйдет новая, улучшенная - слил. А, когда предзаказ открылся - понял, что как-то и не хочется брать. 3 партии не в свою коробку, все за охотника. Обе партии, в которой Зверь был волком, были крайне унылые. Проблема Ярости дракулы - если игрок за злодея всё время только прячется и бегает, остальным игрокам играется очень скучно. Особенно плоха была партия, где зверь захотел играть в какой-то фанатский сценарий. Партия, в которой зверь был не волком (толи жабой) - прошла бодрее.""",negative
"""В Мальдонадо есть кооперативный режим без предателя, можно соло играть.""",neutral
"""В Питере Battlecon раньше появится или так же во второй половине сентября?""",neutral
"""В Питере в магазине будет завтра?""",neutral
"""В плейлофте будет Алтэя?""",neutral
"""В сдэк ещё не зарегистрированы заказы?""",neutral
"""Взять перевод с источников и самим распечатать на картоне. Уйдет от силы 2,5к. Нафиг платить 20к?""",negative
"""Во всю >.<""",neutral
"""Вообще конечно красавцы правообладатели. Милостиво позволили """"унтерменшам"""" поиграть в игру по немалой цене и даже не на своём языке при этом. Ну да не все коту масленница. На всяких наглецов есть другие """"хитрованы""""""",negative
"""Вы не планируете локализовывать Sankore: The Pride of Mansa Musa? Мерв очень понравился, а это идейное продолжение и которое гораздо круче. Очень хочется.""",neutral
"""Вы сделали красивую скидку - я красиво взял фул фарш. Считаю, что все честно) Теперь ждём Unmatched том 3 и особенно очень Черепашек с рус вставками. Их тоже готов фул фаршем взять""",positive
"""Вы спецом очепятываетесь в каждом посте? 🤭 P.S. Ура, товарищи! ✊😁""",neutral
"""Вы хотя бы допишите 'во всю прыть'.""",neutral
"""Где-то можно найти картинку поля в хорошем качестве? Хочется сделать поле на неопрене, но в PDF правилах оно сыпется при масштабировании.""",negative
"""Герман ай красава, одежду в цветовую гамму подобрал.👍 Наверно это обычное дело в стиль коробки одеваться, но тут я это заметил.😉""",positive
"""Глубоко-синий""",neutral
"""Давненько писал про эту прекрасную игру 😌 … Игра топовая в своем жанре.""",positive
"""день, когда земля остановилась …""",neutral
"""день, когда земля остановилась https://www.kinopoisk.ru/film/280176/""",neutral
"""Доброй ночи!",neutral
"""Доброй ночи! А новое дополнение к карточной Войне Кольца это с гномами на обложке???""",neutral
"""Добрый день … Видел на кике новинку""",neutral
"""Добрый день … Нашли ли партнеров в Липецке и ведется ли вообще работа в этом направлении?""",neutral
"""Добрый день На еще одну игру по Ведьмаку рассчитывать не стоит? Видел на кике новинку""",neutral
"""Добрый день Нашли ли партнеров в Липецке и ведется ли вообще работа в этом направлении?""",neutral
"""Добрый день. я сделал предзаказ Некодзима с доставкой в магазин на ул. Дыбенко. теперь вы магазин закрыли, а мне прислали письмо, в котором предлагаете потратить свое время и ехать в ваш центральный магазин на Маяковской. или более того оплатить платную доставку через почту или СДЭК. Во-первых, вы не находите что это не корректно? Вы взяли на себя обязательство обеспечить логистику до того места, которое было указано при заключении контракта со мной, с моей стороны контракт был выполнен - я оплатил всю сумму. Завтра ваш поставщик из Китая Вам скажет, что мы привезем контейнер с играми в Роттердам, на терминал , а оттуда вы как-нибудь сами. Во-вторых - потрудитесь предоставить информацию о стоимости доставки хотя бы. причем с сайта СДЭКом вы доставляете при цене больше 2к р , а мне предлагаете доплатить""",negative
"""Договоритесь в Калининграде с паринёрским пвз уже 🥲 …""",negative
"""Дождались🙌 Надеюсь цена не сильно задавит своим масштабом""",neutral
"""Доктор Кто"" считается? Когда сериал только начал выходить, там было немало познавательного, как в научной фантастике.",neutral
"""Дополнения на десяток тайлов стоит 2к? Откуда такие цены? Самое обидное, что ждал этого предзаказа ещё с инсайдов, что вы взялись за локализацию. Но цена за полный набор совершенно неподъемная, учитывая, что там только картон и миплы. А теперь даже и не знаю. Я по такой же цене Slay the spyre в Делюкс взял, а там и миньки и железные монеты и неопреновые коврики. Собственно почему у меня сейчас и мысли, что ещё 15к я не потяну. P.S. а вы помните, когда такие допы назывались """"модулями"""" и входили в состав базовой игры?""",negative
"""Доставка 1000 рублей 👀 Это пофиксят ? [club15918043 GaGa.ru – настольные игры]""",negative
"""Дратути, извините что не по теме. Есть новости о Unmatched Ведьмак? Дата когда рассылать будут или наоборот рассылка откладывается. Короче хоть что-то :)""",neutral
"""Если кому почему-то лень смотреть стрим, то примерно так выглядит геймплей со стороны P.S. F за культистов""",neutral
"""Если не вписал номер 1 заказа в новый, что делать?""",neutral
"""Если сдэк был выбран первый раз?""",neutral
"""если смешать все дополнения для дорожных работ, игра также будет идти 8 раундов, и за партию выйдет всего 88 плиток? т.е. тут не как в каркассоне (играешь, пока запас не опустеет) ?""",neutral
"""Если уже купил, имеет смысл участвовать?""",neutral
"""Если честно, вообще не понравилась. В конце игры на поле получается чёрная маркерная мазня, дорожки получаются все кривые как ни старайся, да и сам процесс незамысловатый - кинул кубы, нарисовал, как получилось. Сыграли пару-тройку раз, желания возвращаться к игре нет""",negative
"""Есть возможность объединить заказ, хочу докупить, что не взял в предыдущий раз?""",neutral
"""Есть информация, чего точно не будет в этой волне?""",neutral
"""Есть ли какая-то информация до допам к Петле? Последний доп к Вечной зиме когда планируется?""",neutral
"""есть ограничение на то сколько товар может пролежать у партнеров? к нам коробочка сетей, получается, во время отъезда придет. Или это лучше с партнером порешать?)""",neutral
"""Есть определенное подозрение, что в протекторах с допами потом в орге будет тесно 😅 (Да-да, я оптимист, верю в успех и допы 😁👍🏻)""",neutral
"""Есть разбор игры или как играть в нее?""",neutral
"""За 4к терпимо, 5,5к конечно оверпарайс, спасибо за цену предзаказа =)",negative
"""Забрал посылку со всеми Ascension'ами. Подскажите, что должно было входить в """"промо""""? У меня была только карта """"Турзан, Лев из Узкары"""". Так и должно быть, только 1 промокарта? Я без наезда, просто уточняю.🌚",neutral
"""Забрал. Год ожидания стоил того) P. S. Кто-нибудь придумал, как сделать раскладку по органайзеру? В протекторах база в самый большой лоток не лезет (""",neutral
"""Задания по окончании мероприятия можете выложить для тех, кто в другом городе?""",neutral
"""Заметил небольшую опечатку. PockeT paragons, а не PoсkeR. Мало ли😁""",negative
"""Затерянный мир""",neutral
"""Затерянный мир"" Конана Дойла.",neutral
"""Зачастую вижу взаимосвязь между артом/текстом и действием в настолки, просто в абстрактном варианте. Смысла не меньше)""",neutral
"""Здравствуйте. Наворию не увидел в новостях. Все ок? Без изменений?""",neutral
"""Игра хорошая, и играется интересно. Но комплектация за свою цену просто ужасна. У кого-то есть ответ на вопрос почему овцы и кабаны деревянные, а фишки игроков картон на подставках? При том что последние используются постоянно а животные 80% времени просто лежат на поле. Кроме того что можно ещё заработать продав комплект улучшений.""",negative
"""Игра хорошая, но на двоих ( сделали попытку вчера поиграть) не зашла ... До этого отыграли 8 стартовых миссий на 3/4 игрока, в целом ощущалось одинаково, что на 3, что на 4, а вот на двоих не получилось""",negative
"""Инферно всё дальше и дальше, в этом году поиграть бы(""",neutral
"""Инферно примерно когда ждать? До 15 сентября есть надежда?""",neutral
"""К Seti будут прилагаться переведенные карты? Это прикольно 😜""",neutral
"""К сожалению вряд-ли будет сочетаться с основной работой 5/2 (не говоря уж про универ) И домашней коллекцией в 104 коробки. Но каждый раз как вижу думаю и соблазняюсь. Когда закончу получать высшее образование, обязательно вам напишу)""",neutral
"""Кайф фигурки надо) А можно так же и с ведьмаком старый мир сделать?) сразу впишусь в предзаказ)""",neutral
"""Как бандлы заказать, которые указаны в конце? Их нет для выбора в корзину.""",neutral
"""Как дела с коробками Unmatched: Ведьмак?""",neutral
"""Как же Эрнесто Капибара? 😭""",neutral
"""Как переголосовать? =)""",neutral
"""Как поживает игра про бесконечную электричку?""",neutral
"""Как посмотреть, что я заказывал в декабре? В ЛК ничего нет кроме данных заказа.""",negative
"""Как там Алтэя?""",neutral
"""Какой зверь?? Где корпус? :(""",negative
"""Капибарышня😊 А вместе мы - КАПИБАНДА!))""",neutral
"""кепка — ультрахороша носим с друзьями не переставая""",positive
"""Классная игра, играем чаще 2 на 2. 1vs1vs1 и 1vs1 еще поиграли. Тоже прикольно. Один из главных минусов, как и говорили на прошлом стриме, — рандом. Ну, собственно, как и во всех колодостроях. Спасибо за игру!❤""",positive
"""Когда будут допы к 'Одной ночи оборотня' и 'Слову волка'? Без них базы куцие.""",neutral
"""Когда в продаже?""",neutral
"""Когда ждать игру? В магазинах уже есть, а предзаказ до сих пор не передали в сдэк?""",negative
"""Когда Корпус ожидать?""",neutral
"""Когда начнется рассылка заказавшим?""",neutral
"""Когда ориентировочно выйдет новое дополнение к 'Карточной Войне Кольца'? Вроде на конец июля.""",neutral
"""Когда тактикс приедет",neutral
"""Когда тактикс приедет Уже неделя прошла с вашего обещания отправить ?""",negative
"""Когда тебя с каждым днем после прошлого вторника все больше раздражает желтый цвет 😆 (без наезда, просто делюсь 😉)""",neutral
"""Когда у нас Mythwind случится? 🤓""",neutral
"""Когда уже прийдут предзаказ Unmatched: Ведьмака?""",neutral
"""Когда я был маленьким я думал что если буду получать зарплату 100р в месяц, то через 3 месяца у меня будет уже 300р. Потом я подрос и был полностью уверен, что теперь меня не проведешь. И когда ГАГА сказала, что будет рассылать асейшен во вторник, то к концу недели он ко мне точно приедет, думал я...😭""",negative
"""Кого она хороша? 2 карточки на ход? 8 ходов и игра закончена Она скучная от кризиса ходов 5 партий, каждый раз перчитывая правила Потому что игру таааак раздули, что это чуть ли не игра всех поколений, а на деле пара ходов и все Нет ощущения развития своего персонажа, нет ощущения азарта поиска зверя Еле выхватил коробку на старте, а в итоге разочарование Просто бред""",negative
"""Коллеги, подскажите, пожалуйста, когда приедет доп по карточной войне кольца? Установленный ранее срок в две недели уже давно позади""",negative
"""Комикс вообще 🔥 https://comx.life/674-manifest-destiny.html""",positive
"""Конечно, как блин играть Открываешь страницу Тебе там сразу вся карта и моментально запоминаются некоторые объекты""",negative
"""Кроме ширм и акриловых стенди будет ещё что-то новое?""",neutral
"""Крутая кепка. Но хотелось бы, чтобы этих полосок на козырьке было бы меньше =\ (ибо их чёт многовато, что как будто бы не контачит с малым числом полосок на купольной части кепки. Думаю, штуки 4-6 полосок было бы в самый раз) А, ну и раз уж тут идёт речь о ЛЕТЕ - то хотелось бы, чтобы кепка была БЕЛОГО цвета (ибо светлые вещи - намного эфективнее тоскаюися в солнечный день, ибо СВЕТЛЫЕ цвета - лучше отражают свет солнца). И ВАЩЕ идеально было бы, если бы вы не просто сделали бы белую кепку с чёрным логотипом... а белую кепку с ОРАНЖЕВЫМ МИПЛОМ. Тога это бы и смотрелось интереснее (чем ЧЁРНО-БЕЛОЕ), и ДУЧШЕ БЫ ОТРАЖАЛО ВАШ ЛОГОТИП :) (Ибо БЕЛЫЙ/ОРАНЖЕВЫЙ - это ж прям ВАШЕ сочетание В]🤟) Ну или как вариант, этот миплик можно сделать розового или фиолетового цвета (типо отсылка к вашим ГаГаАнархиям =] )""",negative
"""Ксиа: бросьте синий кубик на 6 чтобы огромная комета пролетела половину сектора и стёрла в порошок нахрен несколько кораблей))) А без кубиков так-то она спокойная и мирно висит на одном месте, пока её не тригернуть) А потом ещё возьмите вон ту симпатичную розовую карточку события, при котором пол-галактики переворачивается верх дном - натурально сектора и планеты меняются местами 🤣""",neutral
"""Кто-то играл и в Бомбу и в Экипаж, они сильно похожи и что понравилось больше? На что вообще, похожа Бомба?""",neutral
"""Куда подевалось второе место в категории Лайт? 🤔""",neutral
"""Культистов всех замешали?""",neutral
"""Культисты не получают апгрейдов?""",neutral
"""Куплено! И чтобы два раза не вставать. Пока сутра пораньше разбирался что куда и почём, заметил косяк с автосортировкой в списке поддержанных предзаказов в профиле. 🤓 У предзаказа на """"Unmatched. Приключения"""" нет пробела после точки, и из-за этого он особняком в конец списка съезжает. А """"Unmatched. Ведьмак"""" из-за отсутствия префикса """"Предзаказ"""", наоборот, в самом начале списка оказался. К этому префиксу, кстати, отдельный вопрос - а зачем он нужен, если этот список находится на сайте предзаказов под заголовком """"Поддержанные предзаказы""""? 😅 А ещё разброд и шатания у серии Войны кольца. Разные подсерии, разные заголовки... Им бы как раз не помешал единый префикс, например классический """"LotR"""".""",neutral
"""Куплено. Подскажите, по дополнению к лихолетью принято решение?""",neutral
"""Лес в универе считается?""",neutral
"""Лес на деревне ничего не даёт, только дороги?""",neutral
"""Лес на универе даёт возможность построить перекресток?""",neutral
"""Максимум игроков?""",neutral
"""Маленькая очепятка: PockeT* Хотя Poker тож неплохо звучит 😁""",negative
"""Мини-допчики не планируются? Можно и нелокализованные...""",neutral
"""Миньки духов имеют какой-то функционал?""",neutral
"""Миньки к Ascension Tactics можно будет купить только в офлайн магазине или не будет в продаже?""",neutral
"""Миплы в работах будут с принтами или без?""",neutral
"""Мифвинд с допами будет?""",neutral
"""Может кто подсказать, что было в предзаказе...""",neutral
"""Может я что-то не совсем понял Цену комболота дорожных работ снизили на 3к, логично что и комболот фф тоже снизится на 3к Вопрос, а к чему писать: для истинных фанатов снизим цену и на полный фарш? Если это и так очевидно, или там с цифрами немного напутали?""",neutral
"""Моя любимая картанка капибары""",positive
"""Мы готовы в Минске каждый месяц турниры проводить ) И клуб как раз большой t.me/logovodrakona_by""",neutral
"""На почту ничего не пришло, как его получить?""",neutral
"""Не знаю ребята, я сам здесь впервой ...""",neutral
"""О, подъехали исправления для кошмарного первого издания с разваливающимися стенди? Ну надеюсь тот парень которому я за копейки слил на Авито свою коробку, купит себе""",neutral
"""Овес нынче дорог ?"" ;)",neutral
"""Оооооо, Биг Бокс дорожных работ прям подарок будет, если привезёте Может, ещё и про мини-дополнения у них заодно уточните? ;)""",neutral
"""Оп, а допы-то уже почти все смели о_о (а вот с плэйматами все не так, как ожидал - видать, то, что их надо минимум два, сильно многих отвадило ._. )""",neutral
"""Описание сразу же напомнило игру «Пенумбра» ❤ (отличная, если что, оч понравилась) То ли дело «Эверделл») Написано «бери веточку или камушек» — значит бери веточку или камушек) 😃""",neutral
"""Отличная игра, рекомендую. Жаль , что раскупили, но есть простейший лайфхак, Покупаете на Озоне ( видел за 3 с лишним немецкую версию),язык не важен, хоть китайский. Можно было купить на сайте Лавки за 7 т.сразу с правилами отпечатанными. Дальше с Тессеры берете распечатки вкладышей в карты и печатаете на своем или чужом принтере. Из необходимого напечатать можно только правила для инопланетян и подсказку по картам подсчета. Все остальные памятки и правила не обязательны совсем. Правила просты и усваиваются ко второй партии на раз, значки на картах запоминаются к концу первой партии. В FAQ вообще можно не залазить , никаких слишком сложных вопросов у нас не возникало.""",positive
"""Очень грустно за Кинфаер. А если я перееду в другой город как быть с доставкой?""",negative
"""Память изменяет или вы уже отвечали, что Миствинд в августе? Всё в силе?""",neutral
"""Первое слово которое реально заинтересовало... Но там же целая серия?""",neutral
"""По дополнению к Лихолетью есть новости? Игра пылится на полке, доп очень нужен""",negative
"""По МСК время? Не спать в 4 ночи, кайф, мдэ.""",neutral
"""По ценам жесть прижесть, вот сравнить Работы и Кракассон, в работах на треть примерно больше тайликов и фишечек, а стоит в 2 раза больше... Допы совсем мне кажется за гранью добра и зла. Сети то же ад, а не цена, (""""Добро пожаловать на луну"""" чуть дороже, но там наполняемость в разы больше), очень грустно конечно 😭""",negative
"""По черепашкам пока так же без новостей? А если будете привозить английские коробки, то когда примерно можно будет ждать? Сильно позднее после релиза?""",neutral
"""пожалуйста, отправьте асеншн... это первый предзаказ мой, они все так задерживаются? что же тогда будет с Кинфайер, в марте вместо сентября придет?""",negative
"""Провокация""",neutral
"""Ребяты, а кто-нибудь в курсе, куда клеить ачивку за две запоротые работы в паре под ряд? ._.""",neutral
"""С по Апокалипсису, который максимальный, что то новое будет?) или просто репринт?",neutral
"""Сделали изначально через ж... Теперь вот вам миньки, вот вам стендики, вот вам орги. Докупайте только.""",negative
"""Сейчас ТМБ и Забытые Свитки в топе!!! Отличный геймплей и мозговой штурм от «Чипов», всегда интересно играть новую сессию, а что еще надо для настольщика!) P.S. Уже заказал фул фарш локализацию Гопломаха!)""",positive
"""Серп на предзаказе фф с железками и Промо за 27 брал, тут на листочки с маркерами и несколькими деревяшками 20.. Кажется пора переходить в электронный вид.. Дешевле купить несколько планшетов, когда с друзьями собираешься, раздал всем, и через бга поиграл почти в любую игру, чем складировать дорогущий картон, он изнашивается, дешевеет.. 😢 Грустно что наше любимое хобби выходит из статуса дешего и сердито в что то другое..""",negative
"""Спасибо, это было великолепно! Низкий поклон организаторам и всем сотрудникам, участвовашим в этом мероприятии❤""",positive
"""Специалист"" Ирины Сыромятниковой. Прибытие в кино. Книг много, даже не выбрать)",neutral
"""Стальная крыса Гарри Гаррисона Сейчас многое наивно, но все равно захватывающе и интересно""",positive
"""Уже успели попробовать SETI! Отличная игра, которую интересно поизучать подробнее. Спасибо за локализаванные вставки!""",positive
"""Ход в Root такой типа: Поставь два жеточика дерева на стол😇 Построй лесопилочку💅 Вырежи половину ворон и доведи их до смуты, сожги штаб мышей, покалечь гребаного бродягу ради двух очков победы🥰""",neutral
"""Что то с новыми unmatched совсем грусто( никаких новостей ни по черепахам, ни по али Брюс ли По американским легендам и хеллбою тоже ничего?""",negative
"""Эх, придётся таки платить :о) Поздравляю победителя и надеюсь на продолжение серии!""",positive
"""Эхб, Максимум апокалипсис все же не летом😸 Ждем Battlecon)🔥""",neutral
"""Я вот мельком глянул правила той и другой коробки 1. Правильно понимаю, что база красной и синей коробки играется абсолютно одинаково? Те же кубики, те же карты, всё такое же? 2. Если правильно понимаю, то каждый доп, по сути, – несколько отдельных кубиков с новыми правилами? И смешивать их не получится""",neutral
"""Я думал, что закрыл все свои потребности в играх.. но вы решили копнуть глубже и всковырнули старое, утерянное желание)) Очень надеюсь, что коробочки будут не слишком дорогими""",positive
